owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,repo_age_days,days_since_last_update,has_readme,has_docker,has_cicd,has_tests
maimengmeng,mysub,maimengmeng/mysub,https://github.com/maimengmeng/mysub,Python,13,5,0,172764,0,0,506,0,1,0,1,0
ansys,pydpf-core,ansys/pydpf-core,https://github.com/ansys/pydpf-core,Python,90,24,239,2456465,0,1,2151,0,1,0,1,1
scipy,scipy,scipy/scipy,https://github.com/scipy/scipy,Python,14839,5817,1848,203611,1,0,5614,0,1,0,1,1
nasa,opera-sds-pcm,nasa/opera-sds-pcm,https://github.com/nasa/opera-sds-pcm,Python,29,25,83,549294,1,0,1735,0,1,0,0,1
google,GNM,google/GNM,https://github.com/google/GNM,Python,1160,131,9,408055,0,0,122,0,1,0,1,0
SQLMesh,sqlmesh,SQLMesh/sqlmesh,https://github.com/SQLMesh/sqlmesh,Python,3214,413,261,88617,1,0,1398,0,1,0,1,1
BuddyChewChew,sports,BuddyChewChew/sports,https://github.com/BuddyChewChew/sports,Python,13,6,1,51093,1,0,188,0,1,0,1,0
elliotwutingfeng,ThreatFox-IOC-IPs,elliotwutingfeng/ThreatFox-IOC-IPs,https://github.com/elliotwutingfeng/ThreatFox-IOC-IPs,Python,59,1,3,24482,0,0,1362,0,1,0,1,0
davekilleen,Dex,davekilleen/Dex,https://github.com/davekilleen/Dex,Python,442,121,13,7059,1,0,178,0,1,0,1,0
zeegin,v8std,zeegin/v8std,https://github.com/zeegin/v8std,Python,97,19,3,14533,0,1,515,0,1,0,1,1
tongzhouxu,mashpit,tongzhouxu/mashpit,https://github.com/tongzhouxu/mashpit,Python,14,4,3,6349,1,0,2451,0,1,0,1,1
yeasy,ai_beginner_guide,yeasy/ai_beginner_guide,https://github.com/yeasy/ai_beginner_guide,Python,144,27,1,8538,1,0,180,0,1,0,1,1
sadaszewski,focker,sadaszewski/focker,https://github.com/sadaszewski/focker,Python,155,12,5,597,1,0,2277,0,1,0,0,1
OpenHands,OpenHands,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,Python,81833,10458,373,358907,1,1,862,0,1,1,1,1
Shayanthn,V2ray-Tester-Pro,Shayanthn/V2ray-Tester-Pro,https://github.com/Shayanthn/V2ray-Tester-Pro,Python,60,10,4,309812,1,0,389,0,1,1,1,1
dagster-io,dagster,dagster-io/dagster,https://github.com/dagster-io/dagster,Python,15883,2214,2590,1457599,0,0,3005,0,1,0,1,0
escapecloud,cloudexit,escapecloud/cloudexit,https://github.com/escapecloud/cloudexit,Python,152,4,2,14225,0,0,627,0,1,0,1,1
AMD-AGI,Magpie,AMD-AGI/Magpie,https://github.com/AMD-AGI/Magpie,Python,56,7,4,3735,1,0,239,0,1,0,0,1
broadinstitute,viral-ngs,broadinstitute/viral-ngs,https://github.com/broadinstitute/viral-ngs,Python,198,67,3,69809,1,0,4318,0,1,0,1,1
lestrrat-ai,claude-code-plugins,lestrrat-ai/claude-code-plugins,https://github.com/lestrrat-ai/claude-code-plugins,Python,17,0,15,2219,1,0,13,0,1,0,1,0
Galorhallen,govee-local-api,Galorhallen/govee-local-api,https://github.com/Galorhallen/govee-local-api,Python,60,60,51,362,1,0,1275,0,1,0,1,1
openwisp,openwisp-users,openwisp/openwisp-users,https://github.com/openwisp/openwisp-users,Python,179,96,15,2172,0,0,3425,0,1,1,1,1
openwisp,openwisp-radius,openwisp/openwisp-radius,https://github.com/openwisp/openwisp-radius,Python,439,230,28,12416,1,0,2908,0,1,1,1,1
Regert888,gpt-outlook-register,Regert888/gpt-outlook-register,https://github.com/Regert888/gpt-outlook-register,Python,316,103,1,81,1,0,45,0,1,0,0,0
aiidateam,aiida-quantumespresso,aiidateam/aiida-quantumespresso,https://github.com/aiidateam/aiida-quantumespresso,Python,88,102,162,7683,1,0,3320,0,1,0,1,1
openwisp,openwisp-network-topology,openwisp/openwisp-network-topology,https://github.com/openwisp/openwisp-network-topology,Python,258,94,10,40910,0,0,3341,0,1,1,1,1
openwisp,openwisp-ipam,openwisp/openwisp-ipam,https://github.com/openwisp/openwisp-ipam,Python,119,67,16,31930,0,0,2908,0,1,0,1,1
UiPath,uipath-langchain-python,UiPath/uipath-langchain-python,https://github.com/UiPath/uipath-langchain-python,Python,72,34,103,18281,1,0,472,0,1,0,1,1
CreativeDesigner3D,home_builder_5,CreativeDesigner3D/home_builder_5,https://github.com/CreativeDesigner3D/home_builder_5,Python,108,9,4,43745,1,0,230,0,0,0,0,0
israel-dryer,ttkbootstrap,israel-dryer/ttkbootstrap,https://github.com/israel-dryer/ttkbootstrap,Python,2630,460,8,52361,0,0,1951,0,1,0,0,1
souslesens,souslesensVocables,souslesens/souslesensVocables,https://github.com/souslesens/souslesensVocables,Python,46,15,490,257016,1,1,2064,0,1,1,1,1
geolens-io,geolens,geolens-io/geolens,https://github.com/geolens-io/geolens,Python,94,8,30,15476,0,0,123,0,1,1,1,1
openwisp,netjsonconfig,openwisp/netjsonconfig,https://github.com/openwisp/netjsonconfig,Python,389,86,32,2035,1,0,4010,0,1,0,1,1
yeasy,harness_engineering_guide,yeasy/harness_engineering_guide,https://github.com/yeasy/harness_engineering_guide,Python,92,19,0,1933,1,0,109,0,1,0,1,0
openwisp,docker-openwisp,openwisp/docker-openwisp,https://github.com/openwisp/docker-openwisp,Python,205,123,39,2398,0,0,2628,0,1,1,1,1
arviz-devs,arviz-stats,arviz-devs/arviz-stats,https://github.com/arviz-devs/arviz-stats,Python,18,29,41,16979,0,0,1163,0,1,0,1,1
openwisp,django-x509,openwisp/django-x509,https://github.com/openwisp/django-x509,Python,351,81,9,5124,1,0,3666,0,1,1,1,1
yeasy,learning_pickleball,yeasy/learning_pickleball,https://github.com/yeasy/learning_pickleball,Python,15,3,0,12682,1,0,1655,0,1,0,1,1
openwisp,django-swappable-models,openwisp/django-swappable-models,https://github.com/openwisp/django-swappable-models,Python,249,32,0,94,1,0,4578,0,1,0,1,1
LearnPrompt,ai-news-radar,LearnPrompt/ai-news-radar,https://github.com/LearnPrompt/ai-news-radar,Python,1606,403,2,8362894,0,1,152,0,1,0,1,1
openwisp,django-loci,openwisp/django-loci,https://github.com/openwisp/django-loci,Python,194,54,8,1514,1,0,3174,0,1,1,1,1
DataDog,integrations-core,DataDog/integrations-core,https://github.com/DataDog/integrations-core,Python,1129,1546,491,582041,1,1,3886,0,1,0,1,0
AnacondaRecipes,aggregate,AnacondaRecipes/aggregate,https://github.com/AnacondaRecipes/aggregate,Python,34,47,39,15385,1,0,3271,0,1,0,1,0
openwisp,ansible-openwisp2,openwisp/ansible-openwisp2,https://github.com/openwisp/ansible-openwisp2,Python,515,157,22,2019,0,0,3821,0,1,0,1,0
redgreat,stepwong,redgreat/stepwong,https://github.com/redgreat/stepwong,Python,28,28,1,1386,1,0,562,0,1,0,1,0
openwisp,openwisp-utils,openwisp/openwisp-utils,https://github.com/openwisp/openwisp-utils,Python,93,103,35,5939,0,0,3318,0,1,0,1,1
410979729,scope-recall-hermes,410979729/scope-recall-hermes,https://github.com/410979729/scope-recall-hermes,Python,185,14,0,1823,0,0,69,0,1,0,1,1
openwisp,openwisp-notifications,openwisp/openwisp-notifications,https://github.com/openwisp/openwisp-notifications,Python,54,76,16,19380,0,0,2285,0,1,1,1,1
suan-11,mea-pet-public,suan-11/mea-pet-public,https://github.com/suan-11/mea-pet-public,Python,29,7,0,294111,0,0,14,0,1,0,1,1
Michaelpalacce,HomeLab,Michaelpalacce/HomeLab,https://github.com/Michaelpalacce/HomeLab,Python,219,7,16,18181,0,0,1865,0,1,0,1,0
openwisp,openwisp-monitoring,openwisp/openwisp-monitoring,https://github.com/openwisp/openwisp-monitoring,Python,234,182,64,45189,0,0,2316,0,1,1,1,1
R3ZARAHIMI,tg-v2ray-configs-every2h,R3ZARAHIMI/tg-v2ray-configs-every2h,https://github.com/R3ZARAHIMI/tg-v2ray-configs-every2h,Python,50,1,0,142185,1,0,387,0,1,0,1,0
openwisp,django-rest-framework-gis,openwisp/django-rest-framework-gis,https://github.com/openwisp/django-rest-framework-gis,Python,1122,218,28,631,0,0,4918,0,1,1,1,1
openwisp,ansible-wireguard-openwisp,openwisp/ansible-wireguard-openwisp,https://github.com/openwisp/ansible-wireguard-openwisp,Python,12,18,9,113,1,0,1920,0,1,0,1,0
waldur,waldur-mastermind,waldur/waldur-mastermind,https://github.com/waldur/waldur-mastermind,Python,72,51,3,42416,1,0,3471,0,1,1,1,1
rohaquinlop,complexipy,rohaquinlop/complexipy,https://github.com/rohaquinlop/complexipy,Python,731,22,7,3229,1,1,914,0,1,0,1,1
OCA,l10n-spain,OCA/l10n-spain,https://github.com/OCA/l10n-spain,Python,537,611,124,163548,1,0,4419,0,1,0,1,0
aveproject,ave,aveproject/ave,https://github.com/aveproject/ave,Python,11,3,2,647,0,0,100,0,1,0,1,1
NInagusev47,Silent-Crypto-Miner,NInagusev47/Silent-Crypto-Miner,https://github.com/NInagusev47/Silent-Crypto-Miner,Python,141,31,3,11071,0,0,13,0,1,0,0,0
PauloJf,BPM-Tagger,PauloJf/BPM-Tagger,https://github.com/PauloJf/BPM-Tagger,Python,20,0,0,7401,0,0,67,0,1,1,1,1
rucio,rucio,rucio/rucio,https://github.com/rucio/rucio,Python,305,395,517,63562,0,0,3180,0,1,0,1,1
Tele-AI,TeleFuser,Tele-AI/TeleFuser,https://github.com/Tele-AI/TeleFuser,Python,16,5,4,11415,1,1,43,0,1,0,1,1
indmdev,Free-Telegram-Store-Bot,indmdev/Free-Telegram-Store-Bot,https://github.com/indmdev/Free-Telegram-Store-Bot,Python,136,73,13,66270,1,0,830,0,1,0,0,0
molangning,fire-av,molangning/fire-av,https://github.com/molangning/fire-av,Python,24,1,0,2255180,1,0,979,0,1,0,1,0
EmertonData,glide,EmertonData/glide,https://github.com/EmertonData/glide,Python,83,1,4,14842,1,1,140,0,1,0,1,1
frappe,frappe,frappe/frappe,https://github.com/frappe/frappe,Python,10464,5137,2300,773991,1,0,5524,0,1,0,1,0
isard-vdi,isard,isard-vdi/isard,https://github.com/isard-vdi/isard,Python,245,64,19,164274,0,0,3741,0,1,0,1,0
scikit-hep,mplhep,scikit-hep/mplhep,https://github.com/scikit-hep/mplhep,Python,221,75,2,70122,1,1,2639,0,1,0,1,1
yago-naga,yago-4.5,yago-naga/yago-4.5,https://github.com/yago-naga/yago-4.5,Python,71,14,1,21197,1,0,1185,0,1,0,0,0
kubeflow,mcp-server,kubeflow/mcp-server,https://github.com/kubeflow/mcp-server,Python,29,37,40,224,1,0,106,0,1,1,1,1
BnanZ0,ok-nte,BnanZ0/ok-nte,https://github.com/BnanZ0/ok-nte,Python,1017,73,1,166597,1,0,140,0,1,0,1,1
Jaserrr,Intelligent-ST-Wiki,Jaserrr/Intelligent-ST-Wiki,https://github.com/Jaserrr/Intelligent-ST-Wiki,Python,13,1,0,2713985,1,0,297,0,1,0,0,0
mandiant,speakeasy,mandiant/speakeasy,https://github.com/mandiant/speakeasy,Python,2008,284,25,1430,1,0,2176,0,1,1,1,1
earthai-tech,pycsamt,earthai-tech/pycsamt,https://github.com/earthai-tech/pycsamt,Python,36,10,0,336978,1,0,1973,0,1,0,1,0
Lavreniuk,Delineate-Anything,Lavreniuk/Delineate-Anything,https://github.com/Lavreniuk/Delineate-Anything,Python,138,22,5,29746,1,1,476,0,1,0,0,0
KonvexInvestment,ibkr-steuer,KonvexInvestment/ibkr-steuer,https://github.com/KonvexInvestment/ibkr-steuer,Python,27,12,36,1281,1,1,120,0,1,0,0,1
TencentBlueKing,bk-lite,TencentBlueKing/bk-lite,https://github.com/TencentBlueKing/bk-lite,Python,24,16,174,133540,0,0,496,0,1,0,1,0
everycure-org,matrix,everycure-org/matrix,https://github.com/everycure-org/matrix,Python,48,12,6,208387,0,0,807,0,1,0,1,0
EdwardBetts,osm-wikidata,EdwardBetts/osm-wikidata,https://github.com/EdwardBetts/osm-wikidata,Python,125,26,266,2851,1,0,3421,0,1,0,0,1
NVIDIA,NeMo-Retriever,NVIDIA/NeMo-Retriever,https://github.com/NVIDIA/NeMo-Retriever,Python,2952,339,224,53941,1,1,699,0,1,1,1,1
SoulMelody,LibreSVIP,SoulMelody/LibreSVIP,https://github.com/SoulMelody/LibreSVIP,Python,118,14,3,24780,1,1,1251,0,1,1,1,1
PySport,kloppy,PySport/kloppy,https://github.com/PySport/kloppy,Python,533,96,84,47522,1,0,2283,0,1,0,1,0
fourteenwm,ppc-ai-skills,fourteenwm/ppc-ai-skills,https://github.com/fourteenwm/ppc-ai-skills,Python,54,9,4,1166,1,0,107,0,1,0,0,0
deepset-ai,haystack,deepset-ai/haystack,https://github.com/deepset-ai/haystack,Python,25989,2944,110,212879,0,0,2443,0,1,0,1,1
bingook,bingo,bingook/bingo,https://github.com/bingook/bingo,Python,305,30,0,126334,1,0,41,0,1,0,0,1
ShravanDalavi,Simple-Python-Mini-Projects,ShravanDalavi/Simple-Python-Mini-Projects,https://github.com/ShravanDalavi/Simple-Python-Mini-Projects,Python,32,10,1,479,1,1,755,0,1,0,0,0
azukds,tubular,azukds/tubular,https://github.com/azukds/tubular,Python,107,27,69,5452,1,0,1917,0,1,0,1,1
interlark,ustvgo-tvguide,interlark/ustvgo-tvguide,https://github.com/interlark/ustvgo-tvguide,Python,71,10,1,53729142,1,0,1502,0,1,0,1,0
developmentseed,titiler,developmentseed/titiler,https://github.com/developmentseed/titiler,Python,1131,244,24,66760,0,1,2581,0,1,1,1,0
quanyu98,zubo,quanyu98/zubo,https://github.com/quanyu98/zubo,Python,16,6,0,10079,1,0,209,0,1,0,1,0
tinker495,jax-baseline,tinker495/jax-baseline,https://github.com/tinker495/jax-baseline,Python,67,5,1,132946,1,0,1721,0,1,0,0,1
apache,burr,apache/burr,https://github.com/apache/burr,Python,2487,174,109,56729,1,1,905,0,1,0,1,1
AutomatosAI,automatos-ai,AutomatosAI/automatos-ai,https://github.com/AutomatosAI/automatos-ai,Python,42,8,1,620816,1,0,356,0,1,1,1,1
privacyidea,privacyidea,privacyidea/privacyidea,https://github.com/privacyidea/privacyidea,Python,1740,356,200,104788,1,0,4433,0,1,0,1,1
jianbaorui07-dot,KORYAO-basic,jianbaorui07-dot/KORYAO-basic,https://github.com/jianbaorui07-dot/KORYAO-basic,Python,37,7,1,40206,1,0,63,0,1,0,1,1
bghira,SimpleTuner,bghira/SimpleTuner,https://github.com/bghira/SimpleTuner,Python,2882,286,14,39574,1,1,1151,0,1,1,1,1
MrAbolfazlNorouzi,iran-configs,MrAbolfazlNorouzi/iran-configs,https://github.com/MrAbolfazlNorouzi/iran-configs,Python,25,4,0,753059,1,0,324,0,1,0,1,0
REIJI007,Adblock-Rule-Collection,REIJI007/Adblock-Rule-Collection,https://github.com/REIJI007/Adblock-Rule-Collection,Python,107,8,0,223069,1,0,716,0,1,0,1,0
mozilla-ai,otari,mozilla-ai/otari,https://github.com/mozilla-ai/otari,Python,318,22,34,7185,1,0,112,0,1,1,1,1
Mihailorama,docfold,Mihailorama/docfold,https://github.com/Mihailorama/docfold,Python,18,3,0,633,1,1,162,0,1,0,1,1
Ikalus1988,MisakaNet,Ikalus1988/MisakaNet,https://github.com/Ikalus1988/MisakaNet,Python,314,104,23,36673,1,1,84,0,1,1,1,1
UiPath,skills,UiPath/skills,https://github.com/UiPath/skills,Python,132,44,188,32181,1,0,182,0,1,0,1,1
MillenniumDawn,Millennium-Dawn,MillenniumDawn/Millennium-Dawn,https://github.com/MillenniumDawn/Millennium-Dawn,Python,88,59,312,8946866,0,1,313,0,1,0,1,0
iksnagreb,onnx-passes,iksnagreb/onnx-passes,https://github.com/iksnagreb/onnx-passes,Python,12,3,4,751,0,0,407,0,1,0,1,0
2i2c-org,infrastructure,2i2c-org/infrastructure,https://github.com/2i2c-org/infrastructure,Python,137,96,441,23697,1,0,2151,0,1,0,1,0
MTSWebServices,data-rentgen,MTSWebServices/data-rentgen,https://github.com/MTSWebServices/data-rentgen,Python,18,0,0,27689,0,0,756,0,1,1,1,1
ecmwf,anemoi-registry,ecmwf/anemoi-registry,https://github.com/ecmwf/anemoi-registry,Python,13,3,5,683,1,0,763,0,1,0,1,1
OIerDb-ng,OIerDb-data-generator,OIerDb-ng/OIerDb-data-generator,https://github.com/OIerDb-ng/OIerDb-data-generator,Python,87,42,128,163241,0,1,1684,0,1,0,1,0
ningzimu,image-to-editable-ppt-skill,ningzimu/image-to-editable-ppt-skill,https://github.com/ningzimu/image-to-editable-ppt-skill,Python,1543,80,3,22712,1,1,62,0,1,0,1,1
plume-lib,run-google-java-format,plume-lib/run-google-java-format,https://github.com/plume-lib/run-google-java-format,Python,12,4,1,221,1,0,3552,0,1,0,1,0
OBOFoundry,purl.obolibrary.org,OBOFoundry/purl.obolibrary.org,https://github.com/OBOFoundry/purl.obolibrary.org,Python,93,137,95,1850,1,0,4257,0,1,0,1,0
HexRaysSA,ida-hcli,HexRaysSA/ida-hcli,https://github.com/HexRaysSA/ida-hcli,Python,106,19,38,5129,0,1,337,0,1,0,1,1
microsoft,social-reasoning-bench,microsoft/social-reasoning-bench,https://github.com/microsoft/social-reasoning-bench,Python,18,4,4,696043,1,1,87,0,1,0,1,0
thomasleplus,gdrive-archive,thomasleplus/gdrive-archive,https://github.com/thomasleplus/gdrive-archive,Python,12,4,1,478,1,0,3406,0,1,0,1,0
ElainaCore,ElainaBot_v2,ElainaCore/ElainaBot_v2,https://github.com/ElainaCore/ElainaBot_v2,Python,35,8,1,5206,0,0,86,0,1,1,1,1
unicef,hope,unicef/hope,https://github.com/unicef/hope,Python,25,17,18,215910,0,1,2506,0,1,0,1,1
zms-publishing,ZMS,zms-publishing/ZMS,https://github.com/zms-publishing/ZMS,Python,16,6,23,122363,0,1,3015,0,1,1,1,1
pneumaticapp,pneumaticworkflow,pneumaticapp/pneumaticworkflow,https://github.com/pneumaticapp/pneumaticworkflow,Python,313,18,34,21438,1,0,649,0,1,1,1,0
pandas-dev,pandas,pandas-dev/pandas,https://github.com/pandas-dev/pandas,Python,49294,20161,2913,402471,0,0,5812,0,1,0,1,0
kakaxi-1,zubo,kakaxi-1/zubo,https://github.com/kakaxi-1/zubo,Python,54,65,8,15346,1,0,290,0,1,0,1,0
cxumol,LongRiver,cxumol/LongRiver,https://github.com/cxumol/LongRiver,Python,19,8,2,590163,1,1,2191,0,1,0,1,0
